Sex;Provinces;Rates;Periodo;Total
Males;44 Teruel;Activity rate;2011QIV;61.75
Males;44 Teruel;Activity rate;2011QIII;60.34
Males;44 Teruel;Activity rate;2011QII;60.98
Males;44 Teruel;Activity rate;2011QI;61.17
Males;44 Teruel;Activity rate;2010QIV;59.85
Males;44 Teruel;Activity rate;2010QIII;59.95
Males;44 Teruel;Activity rate;2010QII;61.16
Males;44 Teruel;Activity rate;2010QI;62.19
Males;44 Teruel;Activity rate;2009QIV;61.78
Males;44 Teruel;Activity rate;2009QIII;63.93
Males;44 Teruel;Activity rate;2009QII;64.95
Males;44 Teruel;Activity rate;2009QI;65.32
Males;44 Teruel;Activity rate;2008QIV;63.68
Males;44 Teruel;Activity rate;2008QIII;64.05
Males;44 Teruel;Activity rate;2008QII;63.92
Males;44 Teruel;Activity rate;2008QI;62.38
Males;44 Teruel;Activity rate;2007QIV;63.83
Males;44 Teruel;Activity rate;2007QIII;64.48
Males;44 Teruel;Activity rate;2007QII;65.39
Males;44 Teruel;Activity rate;2007QI;63.4
Males;44 Teruel;Activity rate;2006QIV;60.77
Males;44 Teruel;Activity rate;2006QIII;61.09
Males;44 Teruel;Activity rate;2006QII;59.81
Males;44 Teruel;Activity rate;2006QI;58.61
Males;44 Teruel;Activity rate;2005QIV;60.81
Males;44 Teruel;Activity rate;2005QIII;64.06
Males;44 Teruel;Activity rate;2005QII;63.01
Males;44 Teruel;Activity rate;2005QI;64.1
Males;44 Teruel;Activity rate;2004QIV;58.24
Males;44 Teruel;Activity rate;2004QIII;58.52
Males;44 Teruel;Activity rate;2004QII;60.32
Males;44 Teruel;Activity rate;2004QI;60.94
Males;44 Teruel;Activity rate;2003QIV;60.03
Males;44 Teruel;Activity rate;2003QIII;59.14
Males;44 Teruel;Activity rate;2003QII;58.94
Males;44 Teruel;Activity rate;2003QI;57.71
Males;44 Teruel;Activity rate;2002QIV;58.09
Males;44 Teruel;Activity rate;2002QIII;57.82
Males;44 Teruel;Activity rate;2002QII;57.03
Males;44 Teruel;Activity rate;2002QI;56.27
Males;44 Teruel;Unemployment rate;2023QII;8.42
Males;44 Teruel;Unemployment rate;2023QI;8.8
Males;44 Teruel;Unemployment rate;2022QIV;5.73
Males;44 Teruel;Unemployment rate;2022QIII;5.15
Males;44 Teruel;Unemployment rate;2022QII;4.48
Males;44 Teruel;Unemployment rate;2022QI;7.81
Males;44 Teruel;Unemployment rate;2021QIV;5.2
Males;44 Teruel;Unemployment rate;2021QIII;5.8
Males;44 Teruel;Unemployment rate;2021QII;6.8
Males;44 Teruel;Unemployment rate;2021QI;9.02
Males;44 Teruel;Unemployment rate;2020QIV;8.25
Males;44 Teruel;Unemployment rate;2020QIII;10.78
Males;44 Teruel;Unemployment rate;2020QII;11.11
Males;44 Teruel;Unemployment rate;2020QI;9.3
Males;44 Teruel;Unemployment rate;2019QIV;8.2
Males;44 Teruel;Unemployment rate;2019QIII;5.88
Males;44 Teruel;Unemployment rate;2019QII;7.68
Males;44 Teruel;Unemployment rate;2019QI;11.49
Males;44 Teruel;Unemployment rate;2018QIV;9.18
Males;44 Teruel;Unemployment rate;2018QIII;6.52
Males;44 Teruel;Unemployment rate;2018QII;7.91
Males;44 Teruel;Unemployment rate;2018QI;7.99
Males;44 Teruel;Unemployment rate;2017QIV;9.22
Males;44 Teruel;Unemployment rate;2017QIII;8.06
Males;44 Teruel;Unemployment rate;2017QII;8.74
Males;44 Teruel;Unemployment rate;2017QI;9.91
Males;44 Teruel;Unemployment rate;2016QIV;8.84
Males;44 Teruel;Unemployment rate;2016QIII;8.12
Males;44 Teruel;Unemployment rate;2016QII;11.41
Males;44 Teruel;Unemployment rate;2016QI;11.18
Males;44 Teruel;Unemployment rate;2015QIV;8.92
Males;44 Teruel;Unemployment rate;2015QIII;12.81
Males;44 Teruel;Unemployment rate;2015QII;14.9
Males;44 Teruel;Unemployment rate;2015QI;17.83
Males;44 Teruel;Unemployment rate;2014QIV;17.07
Males;44 Teruel;Unemployment rate;2014QIII;17.28
Males;44 Teruel;Unemployment rate;2014QII;18.76
Males;44 Teruel;Unemployment rate;2014QI;17.88
Males;44 Teruel;Unemployment rate;2013QIV;18.23
Males;44 Teruel;Unemployment rate;2013QIII;20.87
Males;44 Teruel;Unemployment rate;2013QII;17.58
Males;44 Teruel;Unemployment rate;2013QI;17.46
Males;44 Teruel;Unemployment rate;2012QIV;11.42
Males;44 Teruel;Unemployment rate;2012QIII;14.46
Males;44 Teruel;Unemployment rate;2012QII;14.7
Males;44 Teruel;Unemployment rate;2012QI;14.78
Males;44 Teruel;Unemployment rate;2011QIV;15.03
Males;44 Teruel;Unemployment rate;2011QIII;12.81
Males;44 Teruel;Unemployment rate;2011QII;13.22
Males;44 Teruel;Unemployment rate;2011QI;12.92
Males;44 Teruel;Unemployment rate;2010QIV;13.54
Males;44 Teruel;Unemployment rate;2010QIII;12.79
Males;44 Teruel;Unemployment rate;2010QII;10.77
Males;44 Teruel;Unemployment rate;2010QI;11.18
Males;44 Teruel;Unemployment rate;2009QIV;10.05
Males;44 Teruel;Unemployment rate;2009QIII;9.94
Males;44 Teruel;Unemployment rate;2009QII;12.32
Males;44 Teruel;Unemployment rate;2009QI;10.33
Males;44 Teruel;Unemployment rate;2008QIV;7.26
Males;44 Teruel;Unemployment rate;2008QIII;4.07
Males;44 Teruel;Unemployment rate;2008QII;6.13
Males;44 Teruel;Unemployment rate;2008QI;3.46
Males;44 Teruel;Unemployment rate;2007QIV;3.05
Males;44 Teruel;Unemployment rate;2007QIII;3.8
Males;44 Teruel;Unemployment rate;2007QII;2.39
Males;44 Teruel;Unemployment rate;2007QI;2.5
Males;44 Teruel;Unemployment rate;2006QIV;0.9
Males;44 Teruel;Unemployment rate;2006QIII;1.8
Males;44 Teruel;Unemployment rate;2006QII;2.48
Males;44 Teruel;Unemployment rate;2006QI;1.57
Males;44 Teruel;Unemployment rate;2005QIV;4.07
Males;44 Teruel;Unemployment rate;2005QIII;1.26
Males;44 Teruel;Unemployment rate;2005QII;0.69
Males;44 Teruel;Unemployment rate;2005QI;2.76
Males;44 Teruel;Unemployment rate;2004QIV;1.69
Males;44 Teruel;Unemployment rate;2004QIII;2.48
Males;44 Teruel;Unemployment rate;2004QII;2.55
Males;44 Teruel;Unemployment rate;2004QI;4.03
Males;44 Teruel;Unemployment rate;2003QIV;3.59
Males;44 Teruel;Unemployment rate;2003QIII;1.99
Males;44 Teruel;Unemployment rate;2003QII;2.59
Males;44 Teruel;Unemployment rate;2003QI;1.68
Males;44 Teruel;Unemployment rate;2002QIV;4.12
Males;44 Teruel;Unemployment rate;2002QIII;3.84
Males;44 Teruel;Unemployment rate;2002QII;4.13
Males;44 Teruel;Unemployment rate;2002QI;2.73
Males;44 Teruel;Employment rate;2023QII;55.81
Males;44 Teruel;Employment rate;2023QI;51.22
Males;44 Teruel;Employment rate;2022QIV;53.3
Males;44 Teruel;Employment rate;2022QIII;57
Males;44 Teruel;Employment rate;2022QII;57.46
Males;44 Teruel;Employment rate;2022QI;56.87
Males;44 Teruel;Employment rate;2021QIV;56.61
Males;44 Teruel;Employment rate;2021QIII;57.88
Males;44 Teruel;Employment rate;2021QII;56.54
Males;44 Teruel;Employment rate;2021QI;53.08
Males;44 Teruel;Employment rate;2020QIV;54.45
Males;44 Teruel;Employment rate;2020QIII;54.67
Males;44 Teruel;Employment rate;2020QII;54.29
Males;44 Teruel;Employment rate;2020QI;55.53
Males;44 Teruel;Employment rate;2019QIV;58.39
Males;44 Teruel;Employment rate;2019QIII;58.17
Males;44 Teruel;Employment rate;2019QII;57.26
Males;44 Teruel;Employment rate;2019QI;55.48
Males;44 Teruel;Employment rate;2018QIV;57.71
Males;44 Teruel;Employment rate;2018QIII;59.21
Males;44 Teruel;Employment rate;2018QII;57.88
Males;44 Teruel;Employment rate;2018QI;56.66
Males;44 Teruel;Employment rate;2017QIV;55.76
Males;44 Teruel;Employment rate;2017QIII;58.62
Males;44 Teruel;Employment rate;2017QII;55.53
Males;44 Teruel;Employment rate;2017QI;54.6
Males;44 Teruel;Employment rate;2016QIV;56.88
Males;44 Teruel;Employment rate;2016QIII;57.2
Males;44 Teruel;Employment rate;2016QII;53.73
Males;44 Teruel;Employment rate;2016QI;55.14
Males;44 Teruel;Employment rate;2015QIV;57.17
Males;44 Teruel;Employment rate;2015QIII;53.51
Males;44 Teruel;Employment rate;2015QII;53.97
Males;44 Teruel;Employment rate;2015QI;51.37
Males;44 Teruel;Employment rate;2014QIV;52.5
Males;44 Teruel;Employment rate;2014QIII;50.89
Males;44 Teruel;Employment rate;2014QII;49.09
Males;44 Teruel;Employment rate;2014QI;49.7
Males;44 Teruel;Employment rate;2013QIV;50.52
Males;44 Teruel;Employment rate;2013QIII;48.78
Males;44 Teruel;Employment rate;2013QII;50.69
Males;44 Teruel;Employment rate;2013QI;51
Males;44 Teruel;Employment rate;2012QIV;57.21
Males;44 Teruel;Employment rate;2012QIII;54.15
Males;44 Teruel;Employment rate;2012QII;52.71
Males;44 Teruel;Employment rate;2012QI;52.27
Males;44 Teruel;Employment rate;2011QIV;52.47
Males;44 Teruel;Employment rate;2011QIII;52.62
Males;44 Teruel;Employment rate;2011QII;52.92
Males;44 Teruel;Employment rate;2011QI;53.26
Males;44 Teruel;Employment rate;2010QIV;51.75
Males;44 Teruel;Employment rate;2010QIII;52.29
Males;44 Teruel;Employment rate;2010QII;54.57
Males;44 Teruel;Employment rate;2010QI;55.24
Males;44 Teruel;Employment rate;2009QIV;55.58
Males;44 Teruel;Employment rate;2009QIII;57.58
Males;44 Teruel;Employment rate;2009QII;56.94
Males;44 Teruel;Employment rate;2009QI;58.57
Males;44 Teruel;Employment rate;2008QIV;59.06
Males;44 Teruel;Employment rate;2008QIII;61.44
Males;44 Teruel;Employment rate;2008QII;60
Males;44 Teruel;Employment rate;2008QI;60.22
Males;44 Teruel;Employment rate;2007QIV;61.88
Males;44 Teruel;Employment rate;2007QIII;62.03
Males;44 Teruel;Employment rate;2007QII;63.82
Males;44 Teruel;Employment rate;2007QI;61.82
Males;44 Teruel;Employment rate;2006QIV;60.22
Males;44 Teruel;Employment rate;2006QIII;59.99
Males;44 Teruel;Employment rate;2006QII;58.33
Males;44 Teruel;Employment rate;2006QI;57.69
Males;44 Teruel;Employment rate;2005QIV;58.34
Males;44 Teruel;Employment rate;2005QIII;63.25
Males;44 Teruel;Employment rate;2005QII;62.58
Males;44 Teruel;Employment rate;2005QI;62.33
Males;44 Teruel;Employment rate;2004QIV;57.26
Males;44 Teruel;Employment rate;2004QIII;57.08
Males;44 Teruel;Employment rate;2004QII;58.79
Males;44 Teruel;Employment rate;2004QI;58.48
Males;44 Teruel;Employment rate;2003QIV;57.88
Males;44 Teruel;Employment rate;2003QIII;57.96
Males;44 Teruel;Employment rate;2003QII;57.41
Males;44 Teruel;Employment rate;2003QI;56.74
Males;44 Teruel;Employment rate;2002QIV;55.69
Males;44 Teruel;Employment rate;2002QIII;55.6
Males;44 Teruel;Employment rate;2002QII;54.67
Males;44 Teruel;Employment rate;2002QI;54.73
Males;45 Toledo;Activity rate;2023QII;67.1
Males;45 Toledo;Activity rate;2023QI;66.72
Males;45 Toledo;Activity rate;2022QIV;67.61
Males;45 Toledo;Activity rate;2022QIII;67.94
Males;45 Toledo;Activity rate;2022QII;68.21
Males;45 Toledo;Activity rate;2022QI;67.48
Males;45 Toledo;Activity rate;2021QIV;68.74
Males;45 Toledo;Activity rate;2021QIII;69.72
Males;45 Toledo;Activity rate;2021QII;69.31
Males;45 Toledo;Activity rate;2021QI;66.3
Males;45 Toledo;Activity rate;2020QIV;67.41
Males;45 Toledo;Activity rate;2020QIII;67.11
Males;45 Toledo;Activity rate;2020QII;64.12
Males;45 Toledo;Activity rate;2020QI;65.68
Males;45 Toledo;Activity rate;2019QIV;66.83
Males;45 Toledo;Activity rate;2019QIII;66.49
Males;45 Toledo;Activity rate;2019QII;65.75
Males;45 Toledo;Activity rate;2019QI;65.9
Males;45 Toledo;Activity rate;2018QIV;66.15
Males;45 Toledo;Activity rate;2018QIII;67.11
Males;45 Toledo;Activity rate;2018QII;66.97
Males;45 Toledo;Activity rate;2018QI;67.03
Males;45 Toledo;Activity rate;2017QIV;69.13
Males;45 Toledo;Activity rate;2017QIII;67.61
Males;45 Toledo;Activity rate;2017QII;67.98
Males;45 Toledo;Activity rate;2017QI;68.94
Males;45 Toledo;Activity rate;2016QIV;68.53
Males;45 Toledo;Activity rate;2016QIII;67.84
Males;45 Toledo;Activity rate;2016QII;67.15
Males;45 Toledo;Activity rate;2016QI;68.44
Males;45 Toledo;Activity rate;2015QIV;67.84
Males;45 Toledo;Activity rate;2015QIII;68.57
Males;45 Toledo;Activity rate;2015QII;68.8
Males;45 Toledo;Activity rate;2015QI;70.26
Males;45 Toledo;Activity rate;2014QIV;68.74
Males;45 Toledo;Activity rate;2014QIII;69.32
Males;45 Toledo;Activity rate;2014QII;69.24
Males;45 Toledo;Activity rate;2014QI;70.73
Males;45 Toledo;Activity rate;2013QIV;71.49
Males;45 Toledo;Activity rate;2013QIII;70.76
Males;45 Toledo;Activity rate;2013QII;71.54
Males;45 Toledo;Activity rate;2013QI;70.45
Males;45 Toledo;Activity rate;2012QIV;70.75
Males;45 Toledo;Activity rate;2012QIII;69.42
Males;45 Toledo;Activity rate;2012QII;69.65
Males;45 Toledo;Activity rate;2012QI;70.94
Males;45 Toledo;Activity rate;2011QIV;71.28
Males;45 Toledo;Activity rate;2011QIII;72.28
Males;45 Toledo;Activity rate;2011QII;70.53
Males;45 Toledo;Activity rate;2011QI;71.36
Males;45 Toledo;Activity rate;2010QIV;69.99
Males;45 Toledo;Activity rate;2010QIII;69
Males;45 Toledo;Activity rate;2010QII;69.57
Males;45 Toledo;Activity rate;2010QI;69.7
Males;45 Toledo;Activity rate;2009QIV;69.84
Males;45 Toledo;Activity rate;2009QIII;70.63
Males;45 Toledo;Activity rate;2009QII;70.15
Males;45 Toledo;Activity rate;2009QI;70.42
Males;45 Toledo;Activity rate;2008QIV;71.25
Males;45 Toledo;Activity rate;2008QIII;71.53
Males;45 Toledo;Activity rate;2008QII;71.84
Males;45 Toledo;Activity rate;2008QI;72.43
Males;45 Toledo;Activity rate;2007QIV;71.27
Males;45 Toledo;Activity rate;2007QIII;72.95
Males;45 Toledo;Activity rate;2007QII;72.06
Males;45 Toledo;Activity rate;2007QI;71.78
Males;45 Toledo;Activity rate;2006QIV;72.45
Males;45 Toledo;Activity rate;2006QIII;72.53
Males;45 Toledo;Activity rate;2006QII;72.47
Males;45 Toledo;Activity rate;2006QI;71.76
Males;45 Toledo;Activity rate;2005QIV;72.97
Males;45 Toledo;Activity rate;2005QIII;71.99
Males;45 Toledo;Activity rate;2005QII;70.81
Males;45 Toledo;Activity rate;2005QI;69.06
Males;45 Toledo;Activity rate;2004QIV;68.19
Males;45 Toledo;Activity rate;2004QIII;69.35
Males;45 Toledo;Activity rate;2004QII;68.32
Males;45 Toledo;Activity rate;2004QI;68.51
Males;45 Toledo;Activity rate;2003QIV;68.62
Males;45 Toledo;Activity rate;2003QIII;69.39
Males;45 Toledo;Activity rate;2003QII;69.17
Males;45 Toledo;Activity rate;2003QI;69.34
Males;45 Toledo;Activity rate;2002QIV;69.56
Males;45 Toledo;Activity rate;2002QIII;69.36
Males;45 Toledo;Activity rate;2002QII;67.79
Males;45 Toledo;Activity rate;2002QI;66.62
Males;45 Toledo;Unemployment rate;2023QII;10.34
Males;45 Toledo;Unemployment rate;2023QI;12.11
Males;45 Toledo;Unemployment rate;2022QIV;10.87
Males;45 Toledo;Unemployment rate;2022QIII;10.42
Males;45 Toledo;Unemployment rate;2022QII;10.11
Males;45 Toledo;Unemployment rate;2022QI;9.52
Males;45 Toledo;Unemployment rate;2021QIV;9.16
Males;45 Toledo;Unemployment rate;2021QIII;13.63
Males;45 Toledo;Unemployment rate;2021QII;13.15
Males;45 Toledo;Unemployment rate;2021QI;10.92
Males;45 Toledo;Unemployment rate;2020QIV;13.9
Males;45 Toledo;Unemployment rate;2020QIII;15.92
Males;45 Toledo;Unemployment rate;2020QII;14.85
Males;45 Toledo;Unemployment rate;2020QI;12.39
Males;45 Toledo;Unemployment rate;2019QIV;12.66
Males;45 Toledo;Unemployment rate;2019QIII;13.01
Males;45 Toledo;Unemployment rate;2019QII;13.23
Males;45 Toledo;Unemployment rate;2019QI;11.81
Males;45 Toledo;Unemployment rate;2018QIV;11.9
Males;45 Toledo;Unemployment rate;2018QIII;12.56
Males;45 Toledo;Unemployment rate;2018QII;13.17
Males;45 Toledo;Unemployment rate;2018QI;15.47
Males;45 Toledo;Unemployment rate;2017QIV;14.95
Males;45 Toledo;Unemployment rate;2017QIII;14.07
Males;45 Toledo;Unemployment rate;2017QII;17.52
Males;45 Toledo;Unemployment rate;2017QI;17.84
Males;45 Toledo;Unemployment rate;2016QIV;18.74
Males;45 Toledo;Unemployment rate;2016QIII;20.22
Males;45 Toledo;Unemployment rate;2016QII;20.9
Males;45 Toledo;Unemployment rate;2016QI;23.44
Males;45 Toledo;Unemployment rate;2015QIV;23.62
Males;45 Toledo;Unemployment rate;2015QIII;20.93
Males;45 Toledo;Unemployment rate;2015QII;23.11
Males;45 Toledo;Unemployment rate;2015QI;24.75
Males;45 Toledo;Unemployment rate;2014QIV;22.77
Males;45 Toledo;Unemployment rate;2014QIII;22.75
Males;45 Toledo;Unemployment rate;2014QII;24.56
Males;45 Toledo;Unemployment rate;2014QI;29.27
Males;45 Toledo;Unemployment rate;2013QIV;30.82
Males;45 Toledo;Unemployment rate;2013QIII;30.7
Males;45 Toledo;Unemployment rate;2013QII;30.69
Males;45 Toledo;Unemployment rate;2013QI;29.89
Males;45 Toledo;Unemployment rate;2012QIV;27.12
Males;45 Toledo;Unemployment rate;2012QIII;26.09
Males;45 Toledo;Unemployment rate;2012QII;25.44
Males;45 Toledo;Unemployment rate;2012QI;25.43
Males;45 Toledo;Unemployment rate;2011QIV;22.43
Males;45 Toledo;Unemployment rate;2011QIII;19.92
Males;45 Toledo;Unemployment rate;2011QII;22.55
Males;45 Toledo;Unemployment rate;2011QI;20.97
Males;45 Toledo;Unemployment rate;2010QIV;20.18
Males;45 Toledo;Unemployment rate;2010QIII;18.21
Males;45 Toledo;Unemployment rate;2010QII;20.82
Males;45 Toledo;Unemployment rate;2010QI;19.23
Males;45 Toledo;Unemployment rate;2009QIV;17.14
Males;45 Toledo;Unemployment rate;2009QIII;19.44
Males;45 Toledo;Unemployment rate;2009QII;19.81
Males;45 Toledo;Unemployment rate;2009QI;18.85
Males;45 Toledo;Unemployment rate;2008QIV;14.78
Males;45 Toledo;Unemployment rate;2008QIII;10.22
Males;45 Toledo;Unemployment rate;2008QII;7.4
Males;45 Toledo;Unemployment rate;2008QI;7.84
Males;45 Toledo;Unemployment rate;2007QIV;5.55
Males;45 Toledo;Unemployment rate;2007QIII;4.32
Males;45 Toledo;Unemployment rate;2007QII;5.24
Males;45 Toledo;Unemployment rate;2007QI;4.42
Males;45 Toledo;Unemployment rate;2006QIV;3.74
Males;45 Toledo;Unemployment rate;2006QIII;4.13
Males;45 Toledo;Unemployment rate;2006QII;3.73
Males;45 Toledo;Unemployment rate;2006QI;3.75
Males;45 Toledo;Unemployment rate;2005QIV;5.44
Males;45 Toledo;Unemployment rate;2005QIII;4.38
Males;45 Toledo;Unemployment rate;2005QII;4.87
Males;45 Toledo;Unemployment rate;2005QI;5.19
Males;45 Toledo;Unemployment rate;2004QIV;5.48
Males;45 Toledo;Unemployment rate;2004QIII;5.65
Males;45 Toledo;Unemployment rate;2004QII;4.85
Males;45 Toledo;Unemployment rate;2004QI;4.93
Males;45 Toledo;Unemployment rate;2003QIV;6.87
Males;45 Toledo;Unemployment rate;2003QIII;6.59
Males;45 Toledo;Unemployment rate;2003QII;6.63
Males;45 Toledo;Unemployment rate;2003QI;7.77
Males;45 Toledo;Unemployment rate;2002QIV;6.54
Males;45 Toledo;Unemployment rate;2002QIII;6.11
Males;45 Toledo;Unemployment rate;2002QII;8.72
Males;45 Toledo;Unemployment rate;2002QI;5.75
Males;45 Toledo;Employment rate;2023QII;60.16
Males;45 Toledo;Employment rate;2023QI;58.64
Males;45 Toledo;Employment rate;2022QIV;60.26
Males;45 Toledo;Employment rate;2022QIII;60.85
Males;45 Toledo;Employment rate;2022QII;61.31
Males;45 Toledo;Employment rate;2022QI;61.05
Males;45 Toledo;Employment rate;2021QIV;62.45
Males;45 Toledo;Employment rate;2021QIII;60.22
Males;45 Toledo;Employment rate;2021QII;60.2
Males;45 Toledo;Employment rate;2021QI;59.06
Males;45 Toledo;Employment rate;2020QIV;58.04
Males;45 Toledo;Employment rate;2020QIII;56.42
Males;45 Toledo;Employment rate;2020QII;54.6
Males;45 Toledo;Employment rate;2020QI;57.55
Males;45 Toledo;Employment rate;2019QIV;58.37
Males;45 Toledo;Employment rate;2019QIII;57.84
Males;45 Toledo;Employment rate;2019QII;57.05
Males;45 Toledo;Employment rate;2019QI;58.12
Males;45 Toledo;Employment rate;2018QIV;58.28
Males;45 Toledo;Employment rate;2018QIII;58.69
Males;45 Toledo;Employment rate;2018QII;58.14
Males;45 Toledo;Employment rate;2018QI;56.66
Males;45 Toledo;Employment rate;2017QIV;58.8
Males;45 Toledo;Employment rate;2017QIII;58.1
Males;45 Toledo;Employment rate;2017QII;56.07
Males;45 Toledo;Employment rate;2017QI;56.65
Males;45 Toledo;Employment rate;2016QIV;55.68
Males;45 Toledo;Employment rate;2016QIII;54.12
Males;45 Toledo;Employment rate;2016QII;53.12
Males;45 Toledo;Employment rate;2016QI;52.4
Males;45 Toledo;Employment rate;2015QIV;51.82
Males;45 Toledo;Employment rate;2015QIII;54.22
Males;45 Toledo;Employment rate;2015QII;52.9
Males;45 Toledo;Employment rate;2015QI;52.87
Males;45 Toledo;Employment rate;2014QIV;53.09
Males;45 Toledo;Employment rate;2014QIII;53.55
Males;45 Toledo;Employment rate;2014QII;52.23
Males;45 Toledo;Employment rate;2014QI;50.03
Males;45 Toledo;Employment rate;2013QIV;49.46
Males;45 Toledo;Employment rate;2013QIII;49.04
Males;45 Toledo;Employment rate;2013QII;49.58
Males;45 Toledo;Employment rate;2013QI;49.4
Males;45 Toledo;Employment rate;2012QIV;51.56
Males;45 Toledo;Employment rate;2012QIII;51.31
Males;45 Toledo;Employment rate;2012QII;51.93
Males;45 Toledo;Employment rate;2012QI;52.9
Males;45 Toledo;Employment rate;2011QIV;55.29
Males;45 Toledo;Employment rate;2011QIII;57.88
Males;45 Toledo;Employment rate;2011QII;54.63
Males;45 Toledo;Employment rate;2011QI;56.4
Males;45 Toledo;Employment rate;2010QIV;55.87
Males;45 Toledo;Employment rate;2010QIII;56.44
Males;45 Toledo;Employment rate;2010QII;55.08
Males;45 Toledo;Employment rate;2010QI;56.3
